"budget","revenue","vote_average","runtime","popularity"
32500000,288383523,6.5,125,17.107065
32000000,126041322,6.3,107,38.21708
29000000,50041732,6,103,14.993169
32000000,48814909,7,129,24.147269
32000000,69055695,6,107,18.47242
35000000,21819348,5.7,90,18.84332
32000000,83615414,5.3,107,15.901137
32000000,147332697,7.1,93,59.19888
32000000,36733909,6.7,120,14.48851
30000000,77566815,6.3,101,23.197408
33000000,9494789,6.7,105,10.651202
35000000,31755742,5.6,113,10.032626
0,0,6.3,106,6.048743
32000000,60740827,6.9,96,34.628738
32000000,85167639,6.2,87,47.5612
32000000,18552460,6.3,107,16.473355
28000000,30016165,5.6,90,6.201404
32000000,0,6.6,121,15.560918
32000000,18409891,6.2,111,25.799697
70000000,53587404,4,90,4.822033
32000000,0,5.4,110,3.379454
30000000,27437881,5.3,100,26.9385
32000000,3566637,7.1,75,4.098444
0,0,7.2,132,4.901553
32000000,5914908,5.9,108,5.347936
32000000,0,5,93,4.120549
31500000,89460381,8,153,49.973462
32000000,42045846,6,102,13.611544
0,106269971,6.9,137,6.775294
31500000,14708696,5.7,113,27.891012
31000000,128499205,7,161,13.864975
31000000,161772375,6.5,138,42.213765
34000000,210308099,5.9,126,29.887404
30000000,174600318,8,99,74.417456
31000000,24185781,6.4,101,7.06762
31000000,53208180,6.2,103,15.895661
31000000,68106245,7,118,19.258041
31000000,104384188,6.2,99,47.753598
30250000,115101622,6.4,105,15.585138
45000000,306776732,6.9,113,32.217425
34200000,234801895,6.1,93,34.86859
30000000,287553595,6,108,36.432598
30000000,373554033,7.7,81,73.640445
30000000,350448145,6.8,116,49.526736
30000000,196114570,7,104,26.780961
31000000,15134293,6,105,6.487344
30000000,136706683,7.4,113,25.996219
30000000,199200000,7.2,134,46.212155
25000000,115922175,7.2,132,32.105328
20000000,167722310,6.2,92,41.156217
30000000,191502426,6.7,99,37.179547
30000000,212385533,6.1,90,34.391792
37000000,165335153,6.5,115,40.176265
26000000,116400000,6.5,102,10.704596
33000000,327311859,8.1,127,79.579532
30000000,210819611,7.3,112,63.13678
30000000,140161792,6.7,87,27.870755
25000000,156822020,7.6,138,31.242999
30000000,216763646,7.7,132,70.456012
80000000,176885658,6.4,103,29.415229
29000000,115603229,7.7,123,55.109138
30000000,160259319,6.1,111,30.695228
35000000,155545279,6,102,13.788422
30,103,6,78,4.590277
30000000,74787599,5.9,132,3.845231
30000000,160638883,7.2,133,26.952727
25000000,163670000,6.7,109,33.704181
30000000,105834556,6.7,125,19.925026
35000000,116980662,6.4,97,43.742241
30000000,47042000,6.6,118,46.377628
0,0,4.9,87,9.166658
30000000,254134910,6,89,34.36645
30000000,114281051,5.8,100,12.967137
30000000,105173115,6.4,111,50.670253
45000000,92374674,6.7,109,24.694551
30000000,63833449,5.8,99,11.409124
0,0,5.8,114,7.922716
30000000,114663461,5.9,89,33.385429
19000000,69631118,5.3,95,8.584398
37000000,96455697,6.3,98,41.569541
30000000,151119219,7.4,94,43.753585
0,0,5.5,85,18.568021
53000000,83282296,7.4,124,28.350529
80000000,118880016,5.8,131,10.81051
30000000,70200000,5.6,107,19.578249
30000000,0,5.7,99,5.73667
30000000,51132598,6.3,83,28.624038
30000000,152427960,6,131,27.230493
30000000,192452832,6.8,85,30.380747
30000000,156835339,6.9,126,29.489274
30000000,93772522,5.1,102,8.058109
30000000,129266061,7.4,123,33.369305
30000000,0,6.6,105,16.52083
30000000,45892212,6.2,125,11.19602
30000000,54819301,4.9,92,14.585968
40000000,117195061,7.2,77,43.571612
0,42647449,7.2,118,8.305085
30000000,84025816,7.2,121,55.424027
30000000,91709827,7.3,123,65.364452
30000000,90810892,6.2,99,45.083509
25000000,65663276,7.4,112,82.052056
0,0,6.9,111,15.011624
30000000,159291809,6.6,107,25.060342
25000000,51842679,5.6,104,11.42943
30000000,53653224,7.1,113,32.26789
30000000,75505973,6.2,113,33.394082
30000000,66486080,6.5,95,73.987775
30000000,84646831,3.7,84,10.608998
30000000,38413606,7.2,126,12.821329
27000000,38122105,6.4,101,30.131498
25000000,38748395,6.6,94,12.113235
30000000,63782078,6.5,111,31.191975
30000000,51376861,3.8,95,11.916389
30000000,36160375,5.7,98,20.355458
30000000,82394288,5.8,100,63.848541
30000000,34742066,6.6,108,8.999675
30000000,41480851,6.5,125,9.278361
45000000,0,5.1,94,7.185212
30000000,48428063,6.6,79,55.806402
30000000,63372757,6.4,106,48.237797
0,0,5.9,111,17.943945
30000000,14460000,6.8,63,19.143721
19000000,39267515,4.1,85,15.67747
30000000,29202884,6.3,108,4.52363
0,31911598,6.4,139,13.064264
0,0,6.2,127,2.644427
30000000,24048000,5.4,106,5.301589
0,60896147,4.8,95,20.252143
30000000,0,5.9,118,29.359201
30000000,108609310,5.8,108,20.063165
35000000,22034832,5.2,111,6.246199
30000000,53909751,5.7,124,27.71063
30000000,21800302,5,104,2.850896
30000000,51148651,6.9,133,34.421696
30000000,31070211,4.8,87,15.89534
30000000,35294470,6,109,18.706504
30000000,19204929,6,87,9.607391
25000000,17193231,5.2,98,2.77255
0,0,5.4,99,17.834976
30000000,102820008,6.6,112,20.236951
30000000,16930884,5.7,108,16.883429
35000000,25224242,6.8,126,12.779201
40000000,26155781,5.5,98,14.729386
26000000,0,5.5,104,23.227877
37000000,37962774,5.1,110,11.374306
30000000,31148328,6.3,130,10.703602
30000000,15007991,5.1,97,10.756266
30000000,15368897,5,96,4.352422
30000000,13001257,6.7,114,9.301562
17000000,24922237,6,106,18.27083
30000000,30536013,6.4,135,19.106154
30000000,0,4,100,5.259585
0,0,5.4,100,3.226243
100000000,0,2.9,85,21.677732
30000000,0,5.7,107,43.882857
25000000,30114487,4.7,102,12.10235
23000000,12,6.1,111,3.362045
30000000,13521829,4.8,86,10.694417
30000000,18618284,6.7,108,6.353971
30000000,64352607,6.3,123,37.181019
30000000,8454301,7.2,134,4.952735
30000000,62616646,5.5,91,22.975918
30000000,18195610,5.8,108,8.359599
18000000,26828365,7.4,122,16.102271
30000000,0,8.2,229,49.336397
0,18074539,5.9,118,29.647844
0,0,6.7,138,12.467267
0,0,6,108,2.774811
0,3102550,5.4,80,3.71305
30000000,35078241,6.3,92,8.386432
0,0,5,98,3.866026
21000000,480314,5,87,12.790408
30000000,14711793,7,160,35.53352
30000000,108348,5,125,4.065212
0,0,5.9,91,20.362025
30000000,0,5.4,92,48.0343
30000000,2527904,6.4,129,13.268936
0,0,5.5,93,8.010046
30000000,0,7,140,12.257654
27000000,0,3,110,6.036684
30000000,0,5.8,103,10.958697
30000000,0,6.4,85,2.625594
30000000,0,6.6,110,2.981047
19000000,140752617,5.6,83,66.242737
29000000,287506194,6.8,115,71.496894
28000000,186438883,7.3,136,35.580032
30000000,37036004,5.9,127,8.085872
29000000,0,5.8,86,10.364582
0,0,7.2,122,16.87784
30000000,33013805,6.6,113,18.165957
29000000,16930185,5,100,8.93941
29000000,78636257,5.5,91,20.55509
0,0,6.9,157,3.735723
0,0,6.3,112,4.310168
12000000,24829644,4.9,87,12.653831
29000000,21126225,6.8,103,24.240361
28000000,504050219,7.4,90,92.982009
28000000,201634991,7.7,147,61.76233
28000000,3.33e+08,7.1,118,66.976776
30000000,100491683,5.7,79,7.981116
60000000,105178561,6.1,104,21.252797
29000000,48902953,6.6,110,19.237254
29000000,98185582,6.2,102,27.555646
28000000,140767956,7.5,131,66.169628
28000000,92380927,6.4,99,24.917665
28000000,133346506,7.3,130,57.518472
0,0,6.2,120,11.870161
28000000,64445708,7,135,7.534003
28000000,102356381,6.8,101,44.529429
35000000,94728529,5.5,103,14.949395
30000000,17137302,6.5,115,14.726338
21000000,71441250,7.4,110,24.13081
30000000,90259536,7.1,90,45.915165
28000000,134402450,6.4,105,28.043508
28000000,195312802,6.3,127,26.090746
28000000,77516304,6.6,90,14.530803
27000000,101646581,5.5,99,13.308127
28000000,60780981,6.1,89,38.0958
28000000,97594140,6.9,115,37.729059
28000000,39514713,6.4,96,18.650748
28000000,92601050,6.1,104,15.794946
28000000,96188903,7.1,117,45.054936
28000000,40547440,5.6,83,25.039383
28000000,33000337,4.6,99,6.756771
28000000,100654149,6.1,81,22.14595
28000000,121147947,7.7,135,36.58383
28000000,33139618,7.9,117,94.056131
28000000,31596911,6.5,139,10.703456
28000000,52597999,6,113,41.638961
21000000,54926886,6.5,117,14.518708
0,0,4.5,97,3.312385
35866397,20217080,7,98,3.75074
28000000,38159905,5.8,103,22.074306
28000000,8888143,6,119,4.436792
28000000,45236543,5.5,94,14.639324
28000000,8345056,5.5,86,1.767479
28000000,14010832,4.8,98,13.145205
28000000,7002261,5.8,108,12.921594
28000000,16374328,5.5,108,28.397048
28000000,5684789,6.8,134,7.039189
27000000,17286299,6.2,110,16.785866
28000000,60700000,6.3,103,40.28635
24000000,23321954,5.6,145,6.009644
28000000,68896829,5.7,90,25.520976
27500000,187500000,6.2,131,25.633663
30000000,219076518,6.2,129,22.527211
30000000,95714875,7.1,109,24.09152
35000000,43650785,5.7,114,6.248273
8000000,27187653,6.9,163,9.548391
15000000,49469904,6.9,92,12.576381
27500000,24748670,6.2,120,12.741073
27000000,96900000,6.7,113,16.188572
27000000,0,5.6,116,5.576937
27000000,60527873,6.2,115,18.913
27000000,115229890,7.5,133,44.714264
27000000,44352417,6,117,11.870301
0,0,6.7,117,5.753705
27000000,1.29e+08,6.6,101,28.227984
27000000,56870414,5.5,82,11.678561
27000000,56308881,7.4,110,36.921445
27000000,21500000,7.3,193,17.567332
30000000,15395087,6.3,130,16.698316
27000000,20158808,7,102,47.862016
27000000,27200316,7.2,100,39.324831
0,0,6.7,110,18.591657
25000000,11137801,6.7,109,5.650125
27000000,7.6e+07,5.9,113,3.123583
27000000,2.9e+07,6.1,109,23.917982
27000000,1.3e+07,5.5,99,8.715822
0,0,6.8,106,5.737161
27000000,85564310,4.4,89,14.788073
27000000,93282604,6.5,98,38.279458
28,14,5.9,93,9.670031
0,4488529,5.9,112,5.271559
27000000,21148829,6.3,106,17.193659
25000000,6673422,5.2,104,8.31653
0,0,5.9,120,2.653988
0,0,6.9,133,0.548435
26000000,183293131,5.2,91,31.250383
26000000,110230332,6,97,24.345651
26000000,109449237,6.2,116,38.473732
25000000,289317794,6.8,122,31.792964
28000000,53181600,6.2,113,61.309619
15000000,201957688,5.8,111,5.411154
27000000,101624843,6.6,111,41.832392
26000000,65705772,6.8,121,21.988861
22000000,68296293,7,139,19.068175
26000000,61489265,6.3,115,24.114459
22000000,50750000,6.9,175,20.256571
26000000,57891803,6.2,85,8.802626
26000000,90426405,5.9,90,37.355826
26000000,71868327,7.3,106,39.742009
26000000,67918658,5.2,100,30.981604
25000000,86175291,6.1,130,31.893932
0,0,5.9,109,15.376391
26000000,38793283,4.9,94,5.894163
26000000,0,7.1,127,10.981038
26000000,43318349,6.8,104,22.07638
26000000,28818995,5.2,100,10.925618
56000000,142044638,5.7,118,21.219292
42000000,35402320,5.8,118,14.831402
26000000,29657751,6.1,111,22.520842
30000000,1.4e+07,4.8,110,3.314094
26000000,36800000,4.5,99,7.964451
26000000,0,5.5,101,1.492056
26000000,0,6,100,4.810621
0,0,6.5,103,9.317265
26000000,0,3.9,100,5.644844
25530000,20080020,5.3,95,4.475007
26000000,30523226,6.3,116,66.097437
25000000,82466670,6.8,129,20.679652
30000000,611899420,6.9,127,38.171417
25000000,441286195,7,125,30.884535
25000000,412800000,7.6,133,49.510658
33000000,269958228,7.8,116,50.7453
25100000,29506464,6.1,131,10.445391
25000000,226830568,7.2,93,80.879032
26000000,35926213,7.2,117,33.93914
25000000,411006740,6.1,129,26.576385
22000000,321365567,8.3,195,104.469351
25000000,124272124,7.8,146,42.191509
28000000,8555008,5.7,128,20.267062
0,181466833,5.4,93,22.644275
26000000,0,4.9,127,7.182761
30000000,114908830,5.8,97,26.69592
0,0,4.7,100,7.336256
25000000,80936232,5.6,83,12.739721
25000000,170764026,6.4,85,46.942396
25000000,7.8e+07,5.8,88,15.505137
25000000,76270454,7.6,119,38.272889
25000000,171600000,7.7,122,53.645267
25000000,153997819,6.1,99,28.468
25000000,281929795,6.5,97,35.310712
25000000,152500343,6.8,121,28.727731
45000000,124914842,5.1,95,4.340616
25000000,119772232,5.7,104,14.604911
25000000,147780440,6.1,107,38.688822
25000000,56505065,7.4,130,30.537845
25000000,91036760,6,115,19.750059
2800000,60922980,7.2,111,25.939385
25000000,117719158,5.8,93,31.64341
25000000,99357138,6.8,101,26.811541
60000000,137587063,7,96,40.646102
25000000,116766556,7.2,106,34.160448
0,0,7,100,5.377155
25000000,77278331,6.4,117,48.552871
25000000,122644820,6.1,101,18.228538
26000000,90574188,6.7,94,29.342744
25000000,46836394,8.2,145,63.654244
28000000,58795814,5,102,11.859396
25000000,122489822,6.4,97,24.356483
25000000,65884703,8,170,70.105981
25000000,0,6.3,97,8.618208
23000000,43984230,7.4,163,21.189028
25000000,63100000,6.1,109,31.364901
0,0,5.9,97,7.615653
25000000,77208711,7.9,158,37.817905
35000000,0,5.8,85,5.784661
0,0,5.6,84,8.255708
25000000,41604473,5.5,86,6.086083
25000000,39053061,6.3,119,17.17372
25000000,64437847,6.4,98,16.936576
25000000,70442940,5.6,97,25.838073
25000000,36351350,5.4,105,5.625632
25000000,38307627,6.6,124,17.312433
25000000,66980456,6.4,94,53.811461
0,0,5.8,105,7.057765
17000000,63102666,5.5,104,19.045146
25000000,59192128,5.5,101,21.729434
25000000,56489558,5.8,101,12.837116
25000000,41597830,7,114,20.953265
20000000,33889159,6.4,105,10.81439
25000000,229736344,6.1,90,27.683874
20000000,70992898,4.9,97,9.855474
25500000,2415472,6,128,12.756344
25000000,66122026,7.1,114,29.533437
30000000,82150642,7.1,124,14.179538
25000000,50671850,5.5,89,14.340095
25485000,29548291,6.9,144,9.795985
25000000,1e+08,4.7,93,6.889437
25000000,34942188,5.4,81,19.428994
0,0,4.7,83,7.326034
25000000,28341469,8.5,142,136.747729
21150000,39438674,4.7,92,6.081772
27000000,25023434,6.7,113,17.329269
25000000,39171130,5.7,111,22.622453
25000000,74188937,6.9,121,20.561682
25000000,27645491,5.9,98,13.288177
30000000,42886719,6.5,107,19.212552
23000000,46152800,7.2,106,29.365851
25000000,21567853,6.7,136,10.232599
25000000,22200000,6.2,97,8.870614
25000000,114977104,6.6,115,19.402816
25000000,23580000,6.2,97,24.903418
25000000,36993168,5.4,99,14.562197
25000000,40452643,6,103,18.896239
25000000,1.7e+07,6.9,95,15.960916
25000000,20796847,6.5,93,25.848003
13000000,0,4.6,98,6.337063
26000000,0,5.4,90,10.006282
0,0,4.7,107,2.753501
0,0,5,90,6.718497
25000000,15431177,6.9,120,7.538513
30000000,33333531,5.4,115,21.606001
8000000,0,5.6,91,13.715715
25000000,24362772,4.3,108,3.707511
25000000,19829957,5.2,107,7.001176
25000000,30411183,6.3,108,39.784026
25000000,51702483,5.2,100,10.115011
0,0,4.4,85,7.321181
25000000,42972994,6.7,131,32.854557
0,14334401,6.3,88,6.309587
28000000,10126458,4.9,91,8.363702
25,13,7,145,4.88794
25000000,28831145,6.5,109,14.17009
25000000,0,6.2,116,12.18362
25000000,15478800,6.2,122,9.169271
25000000,13411957,7,107,8.127728
25000000,24902723,6,120,10.699952
25000000,1.1e+07,7.1,99,29.796394
0,0,5.6,104,11.60921
25000000,23057115,7.7,140,51.915025
28000000,16900000,6.7,132,8.314624
0,2.5e+07,6.6,254,5.529035
25000000,11207130,6.1,113,4.002579
25000000,10719357,4.6,99,3.888776
25000000,1.3e+07,6.2,100,7.296459
14000000,85446075,5.8,92,21.680424
25000000,10070000,5.3,105,7.946769
25000000,10324441,5.5,110,7.473455
25000000,11772461,6.4,116,5.073536
0,0,5.7,92,3.623002
32000000,27635305,6.8,111,41.075532
25000000,5778353,5,117,4.020194
0,0,5.5,95,2.083856
25000000,0,4.8,95,2.909346
25000000,0,7.3,127,8.450513
25000000,4064495,5.5,98,8.186936
0,0,5.1,95,5.079017
25000000,19844979,6.4,121,17.603823
25000000,2405420,3.5,95,7.008216
25000000,27603069,7,80,20.011435
25000000,0,5.9,107,4.051221
0,34153101,6.1,91,5.987486
25000000,777423,6.2,117,3.849873
25000000,2336172,6.6,114,3.593165
13500000,19255873,7.7,124,30.058263
25000000,10589102,6,122,17.339852
0,0,5.6,88,15.805449
25000000,48531470,7.1,154,15.279021
0,0,6,117,5.000126
0,0,3.8,82,1.684948
25000000,6500000,6.3,85,5.753564
25000000,71009334,5,117,35.022029
25000000,0,6.2,121,12.31708
25000000,3052000,7,128,1.894749
25000000,0,6.5,100,6.895866
25000000,0,4.1,100,3.344158
14000000,34670720,7,119,14.480628
25000000,8784318,5.5,137,14.613152
24000000,1.33e+08,6.9,119,22.258428
24000000,155721132,6.5,102,30.445257
24000000,172363301,6.1,120,35.244037
25000000,1397284,5.4,98,15.333575
24000000,70181428,6.4,105,15.237142
41300000,106371651,6.2,98,23.441135
8200000,80035402,6.4,107,25.03414
24000000,87055349,6.6,91,24.70166
24000000,41895491,7.2,137,16.146572
65000000,40002112,5.1,100,20.793026
24000000,36609995,6.1,115,5.771479
24000000,42105111,6.1,102,27.326466
24000000,0,5.9,108,3.572339
24000000,68729358,5.9,93,20.69219
0,0,5.5,88,1.903405
40000000,0,7.6,127,10.713521
17000000,16980098,5.5,95,7.701041
24000000,16290976,5.8,87,6.589193
24000000,21049053,5.9,134,2.753313
24000000,12372410,4.7,107,3.113009
24000000,8434146,5.7,124,5.566203
24000000,30551495,5,89,8.630825
24000000,83188165,5.3,88,23.343839
23000000,0,6.5,118,6.138213
24000000,4562146,4.1,93,2.353441
28000000,669276,6.8,72,2.439184
0,0,5.4,120,0.515677
24000000,23081726,6.1,98,26.324874
24000000,234710455,8.2,119,49.549984
23600000,102391382,7.2,88,57.300674
23000000,185991646,5.9,90,23.839127
18000000,538400000,8.2,124,78.51783
19000000,141407024,6.5,118,33.872182
23000000,86930411,6.6,85,27.33256
23000000,53302314,6.4,98,38.799596
12500000,75993061,6.5,101,20.317469
23000000,53187659,6.7,108,18.493202
23000000,0,6,97,7.901891
23000000,47351251,7.9,126,53.682367
23000000,36642838,6.3,97,11.183197
25000000,6399,5.1,99,8.842722
23000000,18653615,5.9,114,8.976738
0,0,6.4,88,2.634119
23000000,33372606,5.6,93,26.257951
23000000,51881013,3.5,89,12.777008
0,0,6.6,98,6.130231
0,0,6.5,94,4.030724
23000000,10827816,6.6,102,6.921263
23000000,7434726,6.1,98,12.869436
23000000,29541790,6.6,124,15.676123
0,0,6.6,110,8.426589
11000000,0,5.8,90,11.071522
23000000,9366227,5.9,86,5.494047
23000000,16123851,5.5,141,6.618149
23000000,5837674,6.5,139,7.876883
25000000,94679598,6.5,104,35.169779
22700000,38119483,6.7,96,39.890798
22500000,15520023,6.8,112,22.096286
22000000,5.05e+08,6.9,127,41.967005
23000000,369884651,6.5,119,57.110486
22000000,189833357,6.3,97,16.234053
20000000,75597042,6.5,127,11.263361
22000000,147880543,6,110,20.699212
24000000,182016617,7.3,135,17.606087
22000000,84772742,4.6,84,13.786075
22000000,77737889,7.4,191,35.227212
22000000,88880821,7.3,122,27.898438
22000000,110627965,5.6,114,23.218144
22000000,92542418,7.2,132,26.071644
22000000,67800064,5.9,138,9.175762
22000000,95708457,6.6,121,81.829237
22000000,57479076,6.1,108,17.7091
22000000,35424826,6,108,17.772518
22000000,0,6.8,131,5.609755
22000000,22400154,4.7,83,10.259461
26000000,51164106,6.2,105,30.114383
0,9930095,6,108,10.547959
22000000,19351569,5.4,90,12.887673
22000000,77112176,6,94,13.410919
0,0,6.3,142,3.70789
22000000,33788161,6.4,104,21.865021
30000000,23619609,5.4,106,9.448517
22000000,63647656,5.7,106,39.006187
22000000,0,5.3,98,6.404571
22000000,43058898,6.4,100,35.737655
22000000,13555988,6.1,95,4.365196
22000000,0,6.2,106,14.925633
22000000,10696210,4.2,104,14.725467
0,0,3.6,104,0.809588
0,0,4.9,107,0.816883
70000000,0,3.8,77,8.792054
25000000,72629670,5.2,96,25.002715
0,0,5.9,114,7.588597
21000000,26193068,7.2,145,13.906611
22000000,17709155,7.2,116,13.960945
2000000,14400000,5.5,100,16.668854
0,0,5.9,104,6.847133
22000000,15447154,6.2,92,48.784734
22000000,1.2e+07,7.4,121,9.088209
22000000,9479718,5.2,105,12.445176
0,0,6.7,115,4.61335
22000000,15400000,6.5,116,29.230298
25000000,92991835,6.5,119,18.961323
0,0,6.3,101,2.809378
21500000,0,7,117,12.819447
22000000,2.4e+07,6,106,14.866351
17000000,73244881,5.6,111,15.013386
18000000,70687344,5.5,136,8.700565
21000000,0,7.1,81,27.197799
9000000,46,6.9,90,20.410354
21000000,4.2e+07,5.1,96,10.207065
32000000,40222729,6.3,106,5.683281
21000000,205738714,6.9,122,63.599973
21000000,41170784,7.5,123,17.746981
0,3.7e+07,7,134,1.934524
21000000,43928932,6.6,92,34.433521
20000000,41627431,6.4,115,26.21425
21000000,17762705,5.1,104,4.781538
17000000,14899417,6.7,98,10.13559
21000000,17600000,5.8,120,5.815881
21000000,10011050,6.5,117,8.982335
30000000,0,6.6,127,33.649652
0,0,5.5,102,2.636193
21000000,970816,6.3,91,13.847872
35000000,69701637,5.9,114,4.189378
15000000,2856712,6.7,97,21.928025
18000000,389925971,7.7,115,68.159596
18000000,358991681,6.3,120,81.487685
20000000,303788635,7.2,135,52.456505
38000000,29907685,5,90,9.662715
20000000,299965036,6.1,100,25.28436
20000000,132675402,5.4,105,8.351385
19000000,272742922,8.1,119,18.174804
20000000,121697323,6.5,94,21.815122
20000000,117224271,6.4,94,20.99174
20000000,187884007,5.9,116,19.636044
20000000,149281606,4.9,91,12.25264
13000000,318000141,7.4,112,49.975409
32000000,97918663,5.2,95,13.590677
20000000,100525432,5,97,21.657563
35000000,131282949,6.7,108,43.057323
18000000,122195920,5.4,101,16.470895
37000000,113086475,6.3,109,28.703007
20000000,177243185,6.7,115,40.903931
20000000,0,6.7,117,22.001408
0,0,6.9,107,23.139971
20000000,1.87e+08,7.9,134,95.9229
20000000,57588485,6.2,118,4.748929
20000000,60072596,6.1,121,2.986286
20000000,5.3e+07,7.5,105,47.51363
20000000,207945075,7.6,110,53.161905
0,0,5.9,114,7.050951
1800000,41158757,7.4,104,15.978136
20000000,183936074,6.3,100,42.512296
20000000,48548426,3.6,83,10.098722
20000000,109862682,6.1,72,15.341196
20000000,66787908,7.4,127,29.023184
20000000,135680000,5.6,72,19.819893
20000000,67192859,4.6,89,11.62423
20000000,84146832,5.8,96,22.049787
30000000,45554533,6.3,77,9.829859
20000000,41596251,6.7,123,29.295801
20000000,43967255,6.8,111,14.136476
20000000,86865564,3.2,86,6.064638
20000000,88346473,7.8,128,41.503588
20000000,27640028,5.9,110,20.495749
20000000,39143839,5.2,102,13.906944
20000000,37672350,6,124,2.003047
0,0,5.9,98,11.349664
20000000,41237648,5.8,115,11.203335
20000000,35841901,6.1,98,8.265317
20000000,65464324,5.8,104,18.632156
20000000,6e+07,7,127,6.92592
20000000,80547866,4.2,82,17.165039
25000000,135330182,6.9,143,25.785925
19800000,41296320,6.5,103,20.311684
20000000,50907234,7,104,20.975165
32000000,50907422,6.6,98,26.509175
20000000,47241945,5.3,92,26.497025
0,0,6.4,124,14.211699
20000000,78378744,4.6,86,36.819044
20000000,31678778,6.2,158,7.902536
20000000,54586584,7.1,128,30.909699
20000000,46069568,5.7,107,16.663797
35000000,68349884,5.3,91,27.724913
19000000,35387212,6,108,17.971883
20000000,67200000,6.3,108,25.041992
0,0,5.4,101,7.924428
20000000,45636368,6.3,113,14.857884
30000000,47126295,7,113,23.982956
20000000,0,4.7,87,12.458131
20000000,0,5.8,101,3.996392
20000000,64822796,6.6,112,30.387754
20000000,72258126,7.9,108,56.481487
20000000,32005248,6,105,19.962713
20000000,65569869,6.3,109,18.666876
20000000,46089287,6.7,109,55.964605
0,0,5.8,99,5.0348
20000000,51416464,6,98,28.019226
20000000,49779728,5.9,104,16.176976
20000000,17425000,6,109,17.237143
9000000,27105095,5.3,100,4.34503
0,0,6.5,119,11.360997
20000000,39300000,5.3,88,12.300789
20000000,37597471,5.2,97,15.804814
0,0,6.3,105,9.750557
40000000,28972508,5.1,89,4.100942
20000000,21284514,6.7,106,12.309715
20000000,83707310,7.1,96,62.933899
20000000,20211394,6.3,115,16.074397
20000000,0,5.8,108,17.016284
806948,3.2e+07,8.2,109,93.067866
20000000,36620508,5.4,101,17.145287
20000000,34077920,6.7,103,27.256849
20000000,0,5.6,113,7.878177
20000000,2297493,4.9,98,0.173964
20000000,18432000,6.8,121,14.370111
20000000,18253415,6.5,114,11.090254
20000000,22222308,7.1,124,20.82778
15000000,56255142,7.8,148,43.644978
20000000,17807569,5.6,100,8.244324
20000000,52302796,5,94,23.292761
19000000,25836616,6.9,108,64.181668
0,0,6.4,68,9.03154
0,17519169,6.3,103,4.031585
20000000,100914445,7.2,99,13.658985
35000000,0,4.3,88,6.908351
20000000,73276047,7.3,128,10.446722
20000000,60427839,7.2,124,32.243357
20000000,16605763,5.8,84,9.149089
20000000,17432163,5.3,101,5.596835
0,0,5,98,5.214408
20000000,17436509,7,120,10.50098
20000000,15473333,6.5,199,3.011205
19500000,34854990,6.2,111,15.012237
25000000,14109284,3,87,16.238961
20000000,22942221,5.5,88,15.21229
20000000,13801755,6.5,97,6.397042
20000000,30426096,6.2,106,19.220789
20000000,32204030,5.8,95,35.232278
40000000,0,4.8,99,9.842771
20000000,34560577,5.9,96,35.542809
0,0,7,98,7.829295
20000000,13391174,6.1,123,3.476925
30000000,27674124,6.4,101,5.133744
20000000,12482775,6,101,14.031377
20000000,12398628,6.1,96,17.227376
0,0,6.4,102,17.98817
20000000,17280326,5.7,108,15.66135
20000000,24145613,6.7,116,19.705311
0,0,4.5,93,2.645722
0,0,6.2,102,17.662683
0,0,6.4,103,2.894154
20000000,12639297,5.6,115,29.371987
20000000,10686841,7.3,96,11.352693
20000000,0,5.4,98,7.553773
20000000,36606743,6.3,100,30.477114
20000000,0,5.6,106,9.927018
20000000,0,6.5,101,12.379781
20000000,16974459,6.5,105,12.643703
21000000,0,6.5,99,15.440465
0,9109322,1.9,88,5.886228
0,12382362,5.4,83,6.925645
20000000,10337477,4.7,84,9.36146
20000000,11341016,6.4,98,6.102663
8000000,2e+07,6.5,149,0.709143
20000000,11110975,6.5,148,45.742217
0,0,3.2,85,1.682839
20000000,16549477,5.9,110,8.237336
20000000,7e+06,4.1,83,2.605374
12000000,15008161,5.3,107,29.072964
22000000,0,5.8,100,1.322528
0,6575282,4.7,87,4.961306
0,0,6.7,160,8.628519
20000000,6420319,7,106,12.232048
15000000,27462041,6.2,99,27.133277
8700000,7659918,6.8,100,26.093043
0,0,7,117,13.621201
20000000,10442808,3.1,96,9.292987
20000000,5210988,5.4,111,7.716606
20000000,0,5.9,100,7.698075
20000000,12007070,6.5,125,37.629309
0,0,6.3,114,2.405911
0,0,6.3,119,3.350297
20000000,4001121,6.6,135,13.032308
20000000,16863583,4.8,93,15.131867
20000000,5530764,6.8,114,10.218307
21000000,0,7.4,124,12.761176
26500000,159375308,8.2,134,60.732738
0,0,5.7,114,0.49446
0,0,4.9,124,6.574285
2000000,5048693,7.1,104,14.617944
20000000,0,6.8,118,3.102987
20000000,1675706,3.3,84,5.65327
20000000,5359645,6.9,107,44.566609
40000000,7400000,6.5,125,8.978408
0,0,6,115,10.150993
0,0,2.2,88,0.28576
10000000,3727746,5.4,122,11.267676
20000000,0,6.4,126,9.129808
0,0,5.8,101,2.013405
0,0,5.9,101,20.086645
20000000,305070,6.2,107,3.581906
0,47301471,6.1,86,12.373248
0,0,5.8,118,12.283025
20000000,4634062,4.5,107,10.617236
20000000,0,5.5,100,6.377308
20000000,346594,6,110,3.620537
0,17671101,5.3,106,27.215666
