"","budget","revenue","vote_average","runtime","popularity"
"4149",0,0,6.7,87,2.253589
"4150",0,0,6.6,106,0.209475
"4152",0,0,6.3,85,1.296784
"4153",7000000,0,5.2,88,4.50829
"4154",0,0,6.1,99,8.902102
"4156",0,0,3.9,108,1.002585
"4157",0,0,4.2,90,1.332804
"4158",2000000,0,4.4,89,2.00163
"4159",2000000,0,4.4,92,1.187764
"4161",0,0,6.7,103,1.980265
"4162",1950000,0,5.8,90,3.696123
"4163",1987650,19152480,6.6,94,32.841229
"4164",0,864659,7.4,97,8.518866
"4165",0,0,7.8,88,4.892203
"4166",0,0,5.8,95,4.665026
"4167",0,222000,5.6,160,1.294967
"4168",0,2957978,7.5,94,14.331992
"4170",1900000,0,6.9,89,1.367751
"4172",0,0,7.2,98,1.950959
"4173",1800000,8e+06,7.6,125,14.884756
"4174",1800000,9440272,8,95,41.996783
"4175",1800000,0,6.2,118,2.179428
"4177",1700000,8844595,5.5,93,13.315383
"4178",0,0,5.6,109,3.363321
"4179",2000000,841733,5.3,109,1.699101
"4180",0,0,6.7,155,0.320387
"4181",0,621951,6.4,87,0.692497
"4183",0,0,6.8,108,0.749699
"4184",1800000,6800000,6.7,114,11.756943
"4185",0,0,6.9,87,0.225627
"4186",0,0,5.3,113,6.833164
"4187",0,0,0,87,0.060127
"4188",1800000,0,4.2,86,1.959405
"4189",1800000,0,5,101,0.21544
"4191",500000,150277,6.3,93,8.650779
"4192",1493619,0,4.9,90,2.492747
"4194",1700000,9700000,6.1,88,18.828683
"4195",1700000,0,6.4,130,6.979638
"4196",2000000,572809,6.3,108,26.281839
"4197",1700000,1943649,5.5,98,2.079125
"4198",0,0,6,86,3.939753
"4199",1000000,4235151,7.3,104,14.017809
"4200",0,0,5.9,100,3.677831
"4204",0,0,6,102,2.160586
"4205",0,6033999,6.3,84,0.796009
"4206",0,2592808,4.3,0,0.13456
"4208",0,0,4.6,92,3.215465
"4209",0,0,7.6,114,1.49436
"4210",1600000,4420000,7.5,113,20.810292
"4211",0,0,0,0,0.122704
"4214",0,0,4.4,99,5.379319
"4216",1500000,11806119,6.6,92,17.49699
"4217",1500000,9600000,7.9,129,12.2624
"4219",1500000,11098131,6.9,81,13.788054
"4220",1000000,10013424,5.9,97,3.990215
"4221",17000000,0,4.5,90,6.526588
"4222",1500000,7e+06,7.3,111,11.145915
"4223",0,0,6.5,103,5.446832
"4224",1500000,2375097,7.1,110,10.009994
"4226",1500000,2300000,6.7,92,11.35344
"4227",1500000,0,7.4,114,8.589355
"4228",0,0,6.5,101,2.828303
"4229",1500000,712294,6.5,111,3.618646
"4230",1500000,3566225,5.5,104,15.017068
"4232",1500000,416925,6.8,98,9.856826
"4233",0,414404,6.5,106,4.262374
"4234",0,0,3,93,0.06124
"4236",0,0,5.7,80,1.742383
"4238",0,0,5.7,83,12.677016
"4240",0,0,6.4,91,0.87066
"4241",1500000,173066,5.9,86,7.5591
"4242",1500000,0,3.5,0,2.02817
"4243",1500000,0,6.6,97,0.859014
"4245",1200000,0,6,128,0.193172
"4246",1500000,32000,6.6,93,4.680206
"4249",1500000,1165882,5.1,101,14.504326
"4250",0,0,6.5,109,10.322858
"4251",0,0,6.9,98,1.404175
"4252",1,0,6.8,87,0.077876
"4253",0,0,6,98,0.35819
"4254",9000000,0,6.4,112,9.159265
"4255",0,1500000,2.6,85,1.893697
"4257",0,0,4.2,102,1.105357
"4259",0,0,7.5,93,0.446858
"4261",1400000,0,6.8,106,0.684881
"4262",1455000,2620000,5.4,113,3.598457
"4264",2000000,0,5.3,101,1.193219
"4266",0,0,6.2,75,2.486992
"4268",1377800,0,6.1,105,9.815394
"4270",0,0,0,104,0.592821
"4271",1300000,0,7.7,105,10.240917
"4272",0,0,6.7,95,3.443916
"4273",1300000,639000,5,135,0.072066
"4274",0,619042,6.5,105,0.430758
"4275",0,1632,6.1,79,0.143784
"4276",0,0,0,135,0.077873
"4277",0,0,2.8,88,0.319792
"4278",1000000,0,5.9,85,1.600797
"4279",0,0,2.3,122,0.285131
"4281",0,0,5,103,5.065752
"4282",1288000,6e+06,7.7,130,18.426825
"4284",1250000,1.1e+07,7.4,101,6.903314
"4286",0,0,5.9,100,0.106949
"4287",15000000,0,5.8,87,0.165909
"4288",1250000,8500000,6.7,92,9.903992
"4289",1250000,6e+06,6.8,118,7.70019
"4290",0,0,4.1,123,4.480579
"4293",3000000,18492362,6.6,100,16.312803
"4295",1300000,0,5.7,87,1.473405
"4296",0,0,6.8,114,8.109958
"4297",0,0,6.8,111,7.142448
"4298",1200000,7e+06,6.9,99,6.920873
"4302",0,0,6.4,88,1.280733
"4303",1200000,6e+06,8.1,161,88.377076
"4304",0,0,7.8,110,9.683622
"4305",1250000,0,5.8,106,1.6116
"4306",0,0,0,88,0.002386
"4308",1200000,0,0,85,0.047781
"4309",1344000,0,4.1,103,20.422246
"4310",0,0,0,98,0.021678
"4311",0,0,6,88,1.998557
"4312",0,0,3.9,88,8.148187
"4313",1200000,2736000,6.8,115,2.968235
"4314",0,0,4.4,0,1.36514
"4315",1200000,0,4.8,84,0.057564
"4316",2600000,2850263,6.1,91,8.001156
"4317",1200000,0,6.7,97,1.079125
"4318",0,0,4.2,91,1.906151
"4322",1100000,1400000,6.8,99,1.220072
"4323",0,0,5,0,0.014406
"4324",1596010,0,6.9,75,0.552361
"4325",0,0,6,97,0.147886
"4327",1100000,4105187,7.3,101,40.285095
"4330",878000,10462500,7.9,102,43.729123
"4331",0,0,6.1,84,4.653047
"4333",1000000,0,6.3,89,11.095414
"4335",0,0,4.1,92,0.926084
"4339",1000000,17985893,6.4,91,6.532855
"4341",0,18112929,4.9,88,20.649145
"4342",1000000,14564027,6.9,94,22.583834
"4344",1000000,10047674,5.6,90,6.926926
"4345",1000000,10037390,5.9,107,3.322721
"4346",3500000,16566240,6.9,112,26.881611
"4347",1000000,13350369,6.9,103,9.773398
"4350",1000000,9e+06,5.5,89,1.444258
"4352",1000000,7800000,6.2,100,3.851
"4354",5000000,6833445,5,100,17.845161
"4355",0,0,7.5,109,0.42583
"4356",1000000,9138338,6.6,98,9.115486
"4359",0,0,6,96,1.334481
"4361",0,3538446,6.7,101,17.806082
"4362",0,3123963,6.7,83,10.12895
"4364",1000000,0,7.4,89,5.247956
"4366",0,0,6.6,86,0.367312
"4367",1000000,1678874,7.2,92,5.323184
"4368",1000000,1744858,6.3,94,3.424158
"4369",1000000,0,6.7,92,9.954848
"4370",1,0,6.7,100,0.29245
"4371",1000000,852206,7.3,119,0.280083
"4372",1000000,623791,6.1,170,0.043023
"4373",1000000,0,6.2,94,5.06516
"4374",0,0,5.9,108,3.65924
"4375",0,0,7.7,97,0.948316
"4376",1000000,464000,6.7,92,0.672695
"4378",0,0,6.8,120,0.51799
"4380",0,336472,7.5,106,37.555398
"4381",1000000,0,5.6,79,5.20209
"4382",1000000,444575,7.5,115,8.887411
"4383",1000000,274661,6.6,106,0.748565
"4384",1000000,0,4.7,97,0.436148
"4385",0,0,2.8,120,0.030253
"4388",650000,0,6.4,93,1.631274
"4390",0,0,3.4,200,0.887821
"4391",0,0,6,95,8.628485
"4392",0,14870,6.2,93,6.507094
"4394",1000000,0,5.2,104,0.340019
"4395",0,0,6,98,0.678475
"4397",0,0,4.4,118,0.108468
"4399",1000000,0,5.4,97,1.50211
"4400",1000000,7202,6.6,81,1.260314
"4401",0,0,0,96,0.547654
"4402",0,0,4.8,97,0.0206
"4403",0,0,3.3,88,0.429587
"4404",0,0,8,96,0.098351
"4405",1000000,0,6.2,105,3.629777
"4406",0,0,8,0,0.060003
"4407",900000,0,6.4,76,7.145832
"4409",0,0,5.4,99,1.255771
"4410",0,0,3.5,84,0.783842
"4411",0,0,6.1,94,0.118324
"4413",0,0,6.1,93,2.948576
"4414",0,0,4.5,90,0.243853
"4415",0,0,4.7,92,1.563711
"4416",1000000,0,4.8,85,0.653495
"4417",0,0,7.6,96,1.233688
"4418",1000000,0,5.7,90,0.153625
"4419",0,0,5,85,0.328498
"4420",1000000,0,3.2,84,0.4594
"4421",0,0,4.9,83,7.207051
"4424",1000000,0,6.6,90,0.973323
"4426",0,0,3.5,93,3.418372
"4427",0,0,4.1,90,0.65434
"4428",950000,814666,6.6,103,0.178689
"4429",950000,0,5.7,87,7.310879
"4430",950000,0,5.5,100,8.976128
"4431",0,0,5,90,0.280829
"4432",913000,0,7.4,83,0.795698
"4434",930000,30905,5.3,100,5.974156
"4435",852510,1185783,7.3,113,9.270133
"4437",950000,7022209,6.8,103,25.918007
"4438",900000,381420,6.1,96,4.0971
"4440",0,17385830,7.3,85,20.967146
"4441",0,0,5.8,100,10.639774
"4444",850000,819939,6.7,107,5.424916
"4445",0,0,0,78,0.007254
"4446",1000000,0,5,90,0.175885
"4447",850000,1243961,5.8,85,14.238376
"4449",0,0,5.2,95,0.339757
"4450",0,0,6.5,85,3.060685
"4451",0,0,5,86,5.023091
"4454",0,0,7,93,0.108135
"4455",0,0,6.9,88,5.870319
"4456",800000,1001437,5.6,114,0.59424
"4458",0,0,7.6,109,1.824184
"4459",0,0,0,0,0.006943
"4460",0,0,7.8,83,0.038706
"4461",0,0,6.1,101,2.171288
"4462",800000,62852,7.3,94,5.292536
"4463",0,0,0,87,0.004922
"4464",0,0,3.7,90,1.186971
"4465",800000,1984662,6.1,91,11.205726
"4467",0,0,5.9,14,0.322553
"4469",0,0,8,75,1.517771
"4470",0,0,6.5,86,1.453146
"4471",750000,4007792,6.8,85,25.186002
"4473",500000,171760,6,95,12.203041
"4475",750000,0,7.6,107,8.429295
"4476",500000,0,5.6,88,0.471264
"4478",750000,0,5.7,90,12.284939
"4479",0,0,3.8,95,1.039149
"4480",730000,8e+06,7.6,85,18.644023
"4481",700000,7830611,7.7,171,9.188431
"4483",700000,1667192,6.7,97,7.731064
"4484",0,0,6.5,104,2.868942
"4485",0,0,5.5,84,0.631571
"4487",700000,10508,0,107,0.578798
"4488",0,0,0,92,0.003142
"4489",750000,0,5.2,80,1.471139
"4490",650,0,4.8,90,1.352222
"4492",0,0,0,70,0.045648
"4493",0,0,5.6,90,4.596157
"4494",625000,0,4.8,68,0.283059
"4495",700000,0,5.3,87,2.659006
"4496",609000,3202000,7.4,101,3.898498
"4499",600000,0,6.4,83,10.861167
"4500",0,0,5.5,106,0.099902
"4501",0,0,0,103,0.006069
"4503",0,0,3,0,0.350557
"4504",522360,0,5,105,0.071349
"4505",0,0,0,0,0.012942
"4506",0,0,6,102,2.651304
"4507",0,0,4.8,98,1.501688
"4509",56000,0,0,80,0.010909
"4510",550000,0,4.6,98,0.001586
"4513",550000,0,4.2,115,0.48088
"4516",0,0,5.8,87,1.292948
"4517",500000,1.7e+07,5.7,97,2.537032
"4519",500000,8679814,7.4,88,11.578545
"4520",0,0,6.2,120,0.05021
"4521",0,0,7.3,94,0.906096
"4522",2053648,5e+05,7.8,102,2.778633
"4523",0,0,7.5,102,0.920591
"4524",46000,0,6.3,83,1.447734
"4525",500000,845188,7,93,0.109579
"4526",0,0,5.6,86,1.09454
"4528",0,0,7,111,0.619136
"4529",500000,603943,6.9,90,8.519202
"4530",0,0,4.8,86,0.36447
"4531",0,0,4,98,0.039077
"4533",0,0,6.4,91,3.433625
"4534",0,343341,6,90,17.378455
"4535",500000,0,7.1,88,0.425195
"4536",2000000,271841,8.2,207,39.756748
"4538",500000,0,4.7,97,1.354816
"4540",500000,98017,5.7,85,9.108949
"4541",0,0,4.2,100,1.65426
"4542",0,0,6.2,112,1.390909
"4544",0,0,4,91,0.218736
"4545",0,0,5,91,0.383442
"4546",500000,0,4.5,87,2.391847
"4547",0,0,6.9,98,1.68502
"4548",0,0,7,95,0.607782
"4549",500000,0,5,87,0.046903
"4550",0,316472,5.9,104,10.924273
"4551",0,0,0,96,0.021419
"4552",0,0,7.3,103,14.142073
"4553",500000,0,3.5,104,1.600171
"4555",0,0,3.4,110,0.397323
"4556",0,0,6.5,90,3.637857
"4557",500,0,0,101,0.080105
"4558",0,0,5.2,94,0.251828
"4560",0,0,0,90,0.072359
"4561",0,0,5.5,108,0.087574
"4562",0,0,5,82,0.069244
"4563",500000,0,2,84,0.073079
"4565",0,0,4.3,0,0.161517
"4566",0,773228,7.2,107,7.330691
"4569",0,0,5.9,103,3.905877
"4570",0,0,0,0,0.136721
"4572",0,0,8,0,0.052942
"4573",225000,0,7,98,1.014966
"4574",0,0,6.9,132,4.321249
"4575",0,0,4.2,90,0.160234
"4579",0,0,7.2,91,3.291609
"4580",400000,5028948,7.8,91,64.782984
"4581",0,0,7,90,0.034135
"4582",0,0,1,0,0.033883
"4583",218,1162014,7.5,91,1.063439
"4584",0,0,3.8,92,0.084344
"4585",0,0,5,0,0.133619
"4589",860000,2451545,6.6,97,3.703005
"4590",0,0,0,84,0.003352
"4594",0,0,6.3,86,2.77754
"4595",379000,4358000,5,100,0.968865
"4597",6000000,31081,6,89,19.331884
"4598",0,0,5.1,84,0.59458
"4600",0,0,4.9,90,5.061107
"4601",0,0,6.8,90,0.049921
"4602",350000,0,4.7,98,0.249561
"4603",350000,1e+06,8.2,96,59.259204
"4604",0,246574,7.6,83,1.170257
"4607",300000,7808524,8,112,1.314576
"4609",8,16,6.4,98,11.818333
"4610",0,0,6.1,91,1.410387
"4611",300000,0,6.4,81,4.270596
"4612",0,0,0,0,0.627763
"4613",300000,0,6.3,73,1.673208
"4615",0,0,4.8,88,0.17817
"4616",300000,0,7.6,110,7.791898
"4618",300000,2074000,5.5,101,0.055868
"4619",0,0,7,95,0.008453
"4621",0,0,5.3,0,0.045429
"4622",0,0,2.8,90,1.088501
"4623",0,0,7,110,0.062979
"4624",300000,8e+06,5.9,80,6.473667
"4625",0,0,6.8,90,1.905197
"4626",0,0,0,94,0.001389
"4627",300000,0,0,98,0.006323
"4630",300000,0,5.7,97,2.733725
"4631",0,319285,6.3,90,8.942203
"4633",250000,4186931,6.3,91,1.45917
"4635",0,0,6.5,101,3.877036
"4637",0,0,5.7,96,0.812855
"4638",250000,0,5,100,0.126304
"4641",0,0,5.8,78,0.619348
"4642",250,203,7.5,72,0.293649
"4643",0,0,4.9,73,5.742359
"4644",250000,3542353,6.4,90,21.825564
"4645",0,0,3,96,0.055325
"4646",0,0,5.5,92,0.375423
"4647",0,0,7,75,0.120505
"4648",250000,56825,4.1,99,6.978907
"4649",0,0,5.9,86,0.493223
"4650",0,0,6.9,92,5.251143
"4652",250000,0,4.8,90,0.130169
"4653",0,0,5.5,93,0.46049
"4654",0,0,0,94,0.399491
"4655",250000,0,6.4,106,5.217002
"4657",0,0,5,107,1.063615
"4661",0,0,0,90,0.278981
"4663",0,0,10,0,0.0921
"4664",250,0,7.7,118,0.166655
"4665",230000,2260712,6.9,92,18.450613
"4667",225000,111300,6.9,86,0.126676
"4668",0,0,5.2,103,0.065155
"4672",200000,4505922,6.8,94,13.971674
"4674",200000,2200000,5.1,66,0.622752
"4675",0,0,0,85,0.004998
"4676",200000,2295733,6.5,101,0.616283
"4677",0,0,6.6,101,2.836537
"4678",0,2611555,6.3,119,5.937602
"4679",200000,0,8,103,0.06104
"4681",450000,0,4.9,90,1.077321
"4682",0,0,5.5,92,0.472123
"4684",0,0,5.8,84,3.299345
"4686",0,0,7.7,59,0.092562
"4687",0,0,7.8,126,3.225189
"4688",0,0,6.1,86,1.948435
"4693",0,0,0,105,0.036532
"4694",0,0,6.5,93,1.045623
"4695",0,0,0,94,0.254659
"4696",180000,9e+05,7.8,89,7.072118
"4697",8000,469947,7.4,96,1.041254
"4698",0,0,6.1,84,6.722213
"4699",0,0,0,77,0.015189
"4701",100000,1776935,6.8,92,25.402697
"4702",150000,15200000,4.6,97,0.132878
"4703",200,0,5,109,0.050978
"4707",0,0,5.5,93,0.465404
"4709",0,0,0,98,0.076647
"4710",0,0,7.5,25,8.701183
"4712",0,0,7.2,73,2.557258
"4715",0,0,0,89,0.015697
"4720",120000,0,7.1,95,1.112792
"4721",8500000,15861566,6.5,120,9.452808
"4722",0,0,0,70,0.002388
"4723",100000,10178331,6.6,111,4.563698
"4725",10000,7e+06,7.5,89,20.399578
"4728",0,0,4.9,99,0.001117
"4731",0,0,6.3,85,10.826253
"4732",0,0,7.4,96,7.676677
"4733",0,0,5.2,88,8.302951
"4735",0,0,5,85,0.053755
"4736",0,0,7.3,106,0.074005
"4737",100,0,5.5,77,0.394575
"4742",75000,0,3.3,90,0.140989
"4744",0,0,4.5,82,0.838957
"4745",0,0,5.2,82,7.052422
"4746",62000,0,4.4,82,2.407048
"4748",0,0,6.7,87,0.620554
"4752",0,0,6,99,0.557602
"4754",60000,0,5.1,93,0.412342
"4755",0,0,5,110,0.077577
"4758",0,0,5,93,0.048726
"4759",4000000,600896,5.8,95,27.662696
"4760",50000,0,5.7,81,0.54562
"4761",0,0,6.6,83,0.76368
"4762",0,0,6.8,96,0.970351
"4763",0,0,6.4,89,2.058834
"4764",0,0,7,90,0.00734
"4765",0,0,2,95,0.049469
"4766",0,0,3.2,83,0.160779
"4768",50000,0,3.5,75,0.595809
"4769",0,0,6.4,80,0.611081
"4770",0,0,0,78,0.003582
"4771",500000,0,6.1,109,0.123068
"4773",31192,10000,6.3,89,1.330379
"4776",0,76901,6.3,85,0.362633
"4777",0,0,6.8,97,2.634007
"4778",0,0,5.5,78,0.039264
"4779",0,0,6,85,7.101197
"4780",0,0,6.4,97,3.320622
"4781",0,0,0,90,0.038143
"4782",22000,0,6,90,0.048948
"4783",0,0,6.8,120,1.048524
"4784",0,0,4.7,91,3.619167
"4785",0,0,6.2,85,1.243955
"4786",0,0,0,60,0.327794
"4787",0,0,5.6,88,0.67457
"4789",12000,6e+06,6.2,93,4.553644
"4790",0,0,6.7,111,1.464566
"4791",0,0,6.6,90,1.193779
"4792",13,0,2,84,0.332679
"4793",20000,99000,7.4,111,0.212443
"4794",0,0,6,90,0.029757
"4795",0,0,0,82,0.166513
"4796",0,0,6,98,0.918116
"4801",0,0,7,120,1.444476
"4802",0,0,5.7,98,0.857008
"4803",0,0,6.3,90,1.929883
"14",255000000,89289910,5.9,149,49.046956
"98",15000000,7.7e+07,6.5,120,9.476999
"142",150000000,38992758,5.5,88,12.362599
"143",149000000,64459316,6,85,22.550135
"169",137000000,85131830,5.9,106,26.074908
"237",115000000,77628265,5.8,134,18.714197
"265",107000000,87713825,6.7,157,18.866672
"304",100000000,82102379,4.2,104,32.271938
"307",100000000,68688831,5.3,102,19.38841
"339",145000000,25819961,5.8,137,10.660441
"374",90000000,60874615,5.7,114,16.058284
"379",100000000,35168966,6.1,138,15.625949
"380",20000000,79114085,6.6,129,31.802807
"403",85000000,80916492,6.4,104,24.107835
"410",0,37823676,7.3,123,5.159407
"413",60000000,74208267,5.4,136,29.211255
"416",50000000,41037742,6.6,95,57.673932
"422",65000000,84785914,7.3,157,51.970905
"452",80000000,91188905,5.2,113,19.375768
"466",80000000,90874570,7,74,14.530946
"471",85000000,71485043,6.8,113,21.891078
"476",0,43312294,6.7,117,20.632673
"478",80000000,34566746,6.9,145,18.26121
"481",44000000,21400000,3,118,7.89147
"482",80000000,68514844,5.6,90,16.715631
"488",80000000,33463969,5.4,106,13.800656
"504",76000000,35134820,3.9,88,8.981427
"517",50000000,90450008,6.5,117,31.160542
"530",70000000,85632458,6.4,121,27.055085
"533",80000000,55041367,5.8,130,14.209329
"535",75000000,67631903,6.2,123,24.353302
"540",75000000,36754634,6.3,94,14.44381
"545",45000000,21009180,5.7,113,20.374308
"553",75000000,61458982,5.7,146,20.199057
"560",72000000,37317558,6.6,152,11.215702
"561",94000000,54744738,4.5,116,8.468586
"562",74500000,62172050,6.9,109,8.884318
"577",75000000,42285169,5.3,110,20.219385
"594",70000000,67112664,5.2,111,14.780634
"595",70000000,65977295,5.4,116,14.086292
"597",70000000,33561137,5.2,97,13.267631
"599",75000000,59418613,6,123,23.515938
"600",70000000,32287044,5.9,125,14.244518
"601",66000000,57777106,6.1,116,29.501489
"603",70000000,19924033,4.3,91,8.37378
"604",70000000,19870567,5.5,97,10.930537
"609",70000000,38629478,4.6,114,13.483387
"611",70000000,61279452,4.4,99,25.020428
"614",68000000,71069884,6.7,124,22.572323
"616",60000000,35431113,5.4,103,10.004564
"618",70000000,39041505,6.9,127,18.888806
"619",68000000,29762011,5.7,121,12.948627
"620",36000000,83160734,5.4,105,27.11589
"621",90000000,60289912,7.3,157,26.153669
"624",69000000,86387857,5.5,114,11.023691
"647",65000000,69700000,6,104,18.281798
"659",45000000,73762516,6,105,42.57877
"662",65000000,64321501,6.1,101,15.194239
"667",65000000,71154592,5,92,31.324734
"669",43000000,56681566,4.8,97,28.613892
"670",65000000,39407616,6.3,102,85.428395
"671",64000000,74608570,5.3,133,4.137237
"675",65000000,44091067,6.1,94,24.857079
"677",63000000,25052000,6.5,191,13.859307
"683",62000000,41819064,4.3,87,13.218008
"712",58000000,71664962,6.6,111,41.430245
"717",60000000,74541707,6.2,115,10.99991
"719",60000000,73648228,5.6,105,22.991269
"738",60000000,50549107,5.9,105,42.538258
"747",60000000,43061982,6,101,27.615108
"749",60000000,62357900,4.6,97,25.293538
"751",60000000,87784194,6.7,127,21.685719
"752",78146652,6e+07,5.7,125,13.630049
"753",65000000,36850101,5.1,94,6.80692
"754",60000000,77920346,5.8,108,15.352807
"756",60000000,67312826,6.1,117,21.605533
"760",60000000,33956608,5.8,110,12.621769
"762",60000000,73174566,5.9,101,18.380176
"765",80000000,39459427,6.3,126,16.848899
"766",60000000,47383689,7.4,122,21.547446
"768",60000000,71073932,4.7,101,36.689223
"770",60000000,26288320,6.6,86,18.815442
"771",60000000,26673242,6.5,96,29.787135
"772",60000000,52322400,6.1,104,8.927137
"773",50000000,49111202,5.7,121,15.213484
"777",60000000,30800231,6,118,22.736038
"778",60000000,90565421,6.2,130,45.514031
"779",60000000,50650079,5,90,18.676291
"780",30000000,25473093,5.3,105,14.376463
"782",60000000,57490374,6,106,27.018886
"783",60000000,39031337,4.7,103,14.84856
"784",60000000,30418560,5.4,106,52.417529
"794",83000000,59468275,4.4,90,6.248309
"798",58000000,85280250,5.1,103,14.403696
"801",58000000,50365377,5.9,125,12.29603
"803",70000000,58058367,5.5,116,21.723897
"805",60000000,61347797,6,97,14.113066
"807",57000000,62112895,5.5,131,9.061866
"809",56000000,57223890,6,86,23.438398
"842",50000000,7.5e+07,6.4,109,12.46525
"844",68000000,68267862,5.3,98,39.395881
"845",55000000,34234008,6,94,8.634954
"847",55000000,33828318,5.1,118,8.802525
"848",0,33472850,5.4,91,10.449975
"851",50000000,60209334,5.3,107,20.58862
"854",55000000,74237563,6.6,114,15.274137
"855",62000000,52304001,5.4,93,29.954302
"859",50000000,80383290,6.2,112,14.808304
"860",57000000,28283637,4.2,95,9.27875
"861",55000000,89519773,6.9,119,22.863516
"869",57000000,52034889,6.1,123,22.894898
"877",75000000,54249294,5.4,89,8.41856
"891",52000000,75450437,5.9,112,32.015477
"892",82000000,47434430,6.9,118,24.444186
"897",51000000,72779000,5.3,90,10.430832
"898",0,47231070,5.1,93,5.952527
"924",50000000,88715192,5.5,97,18.806031
"935",50000000,69834815,6.2,86,9.894346
"942",50000000,69411370,7,144,42.526529
"944",45000000,82800000,5.6,105,18.186026
"951",50000000,44547681,6.8,140,28.725621
"954",50000000,41482207,6.2,106,33.98637
"959",50000000,55495563,6.1,105,14.993459
"960",50000000,4.9e+07,4.5,102,9.114168
"961",50000000,69425966,4.4,92,12.31101
"963",50000000,49718611,5.9,119,13.298205
"964",40000000,60462347,6.2,99,19.085403
"969",50000000,56714147,6,120,16.167093
"971",50000000,82169884,6,121,6.567065
"972",50000000,58900031,5.9,95,6.22577
"973",44000000,63327201,6,125,42.933027
"974",50000000,42792561,6.2,98,19.226763
"975",50000000,26199517,6.1,110,10.089065
"976",50000000,60161391,6,118,13.391833
"977",50000000,42277365,5.6,97,21.637234
"978",70000000,23159305,7.6,86,61.245957
"979",50000000,34808403,7.1,119,25.237969
"980",50000000,25035950,6.6,139,21.589393
"981",50000000,38955598,7.3,130,22.442241
"983",50000000,71561644,6.3,114,74.64653
"985",50000000,44434439,5.8,110,14.723467
"986",60000000,66976317,6.2,148,21.084542
"987",49900000,26121638,5.2,102,21.408222
"988",50000000,38502340,5.8,84,19.267479
"993",50000000,22944502,6,127,18.394571
"995",50000000,40828540,5.6,95,27.631262
"996",60000000,60052138,5.6,124,40.721373
"1004",49000000,20423389,6.2,104,2.808428
"1018",48000000,90383208,5.6,93,19.348007
"1020",55000000,70016220,6.9,122,48.801089
"1022",48000000,77745568,6.5,123,16.000178
"1030",47000000,38085778,4.6,75,10.410933
"1064",35000000,74558115,6.6,122,26.134678
"1073",45000000,38399961,6.4,112,6.156015
"1077",25000000,56422687,6.1,94,24.459948
"1079",50000000,55181129,5.5,88,20.239061
"1080",40000000,30925690,6.5,137,25.876582
"1083",55000000,65664721,6.2,105,32.31022
"1088",35000000,29400000,6.5,123,12.495436
"1089",45000000,38058335,6.1,134,6.803965
"1093",45000000,60222298,6.7,128,21.118196
"1097",45000000,42487390,5,99,14.813057
"1109",2600000,84300000,6.9,88,46.007991
"1113",43000000,80049764,7,136,19.043286
"1115",45000000,50871113,6.6,103,25.999888
"1116",43000000,68696770,5.3,84,18.65632
"1124",40000000,70100000,5.4,117,6.420434
"1126",31115000,7.1e+07,6.7,248,13.244365
"1128",42000000,63781810,6.1,115,14.046705
"1133",42000000,89162162,5.6,100,45.151657
"1136",42000000,24127895,7,122,34.828241
"1138",40000000,36893721,5.3,91,19.438503
"1147",42000000,46221189,6.2,102,34.041407
"1149",8000000,90815558,6.9,126,28.456572
"1176",40000000,75505856,7.1,112,37.776566
"1189",40000000,91753202,6,106,24.012986
"1190",40000000,90029656,5.9,109,17.869443
"1192",40000000,54682547,6.2,110,23.088571
"1193",40000000,87840042,5,96,19.833664
"1194",35000000,75395048,7.3,131,26.595983
"1199",40000000,74597643,5.7,89,18.14218
"1204",40000000,92913171,6.4,96,32.908414
"1208",40000000,84601681,6,101,19.574774
"1209",40000000,67347013,6.8,134,14.199933
"1210",40000000,45916769,6.7,135,12.229516
"1212",36000000,7.4e+07,6.8,155,3.698276
"1214",40000000,41797066,4.9,94,39.381913
"1219",40000000,41863726,5.4,95,15.283444
"1222",38000000,34416893,6.7,140,10.794175
"1224",40000000,36037909,5,94,3.415534
"1227",40000000,55707411,7,122,24.313684
"1232",40000000,55247881,6.9,129,31.066874
"1233",40000000,58785180,6.1,102,22.491388
"1234",40000000,46442528,6.3,117,12.885985
"1236",40000000,31670620,6.7,135,10.433667
"1238",75000000,2.9e+07,5,90,4.842626
"1239",40000000,49627779,4.6,96,13.210898
"1240",40000000,27053815,5.2,104,3.296933
"1243",40000000,62771059,5.4,99,13.445697
"1246",40000000,60965854,6.5,108,33.785969
"1247",40000000,38172500,6.9,86,16.059443
"1248",40000000,22433915,5.7,108,3.476966
"1252",45000000,20350754,4.9,128,14.513305
"1253",40000000,60474340,6.5,123,22.364549
"1255",63600000,19412993,4.8,102,4.494788
"1258",40000000,46471023,7.5,87,41.258956
"1265",38000000,28121100,5.9,106,4.746085
"1267",40000000,28169671,5.5,109,16.424807
"1268",40000000,19322135,5.9,89,15.590001
"1272",33000000,20645327,6.5,108,28.353517
"1276",50000000,32017803,7,107,51.502884
"1277",40000000,22044277,6,91,13.119133
"1287",39200000,86758912,6.7,126,64.238688
"1293",0,69485490,5.8,102,18.678415
"1294",39000000,35287788,6.6,87,27.908783
"1295",39000000,38869464,7.4,119,45.388937
"1297",39000000,75850624,5.3,125,22.164202
"1298",40000000,44907260,6,113,21.362949
"1305",3860000,64076736,6.3,130,19.947265
"1308",50000000,73956241,7.2,146,20.825781
"1309",38000000,51801187,6.2,114,11.500783
"1312",53000000,29700000,5.6,102,6.454634
